low-bm,low-rf,hi-bm,hi-rf,run,type,low-fidelity,high-fidelity
0.2,0.6,0.23,0.71,1,together,0,107
0.2,0.6,0.23,0.71,2,together,0,106
0.2,0.6,0.23,0.71,3,together,0,94
0.2,0.6,0.23,0.71,4,together,0,120
0.2,0.6,0.23,0.71,5,together,0,109
0.2,0.6,0.23,0.71,6,together,0,105
0.2,0.6,0.23,0.71,7,together,0,105
0.2,0.6,0.23,0.71,8,together,0,117
0.2,0.6,0.23,0.71,9,together,0,92
0.2,0.6,0.23,0.71,10,together,0,108
0.2,0.6,0.23,0.71,11,together,0,112
0.2,0.6,0.23,0.71,12,together,0,101
0.2,0.6,0.23,0.71,13,together,0,113
0.2,0.6,0.23,0.71,14,together,0,109
0.2,0.6,0.23,0.71,15,together,0,101
0.2,0.6,0.23,0.71,16,together,0,106
0.2,0.6,0.23,0.71,17,together,0,108
0.2,0.6,0.23,0.71,18,together,0,109
0.2,0.6,0.23,0.71,19,together,0,100
0.2,0.6,0.34,0.71,0,low-fidelity,98,0
0.2,0.6,0.34,0.71,1,low-fidelity,109,0
0.2,0.6,0.34,0.71,2,low-fidelity,99,0
0.2,0.6,0.34,0.71,3,low-fidelity,93,0
0.2,0.6,0.34,0.71,4,low-fidelity,98,0
0.2,0.6,0.34,0.71,5,low-fidelity,100,0
0.2,0.6,0.34,0.71,6,low-fidelity,106,0
0.2,0.6,0.34,0.71,7,low-fidelity,115,0
0.2,0.6,0.34,0.71,8,low-fidelity,107,0
0.2,0.6,0.34,0.71,9,low-fidelity,115,0
0.2,0.6,0.34,0.71,10,low-fidelity,92,0
0.2,0.6,0.34,0.71,11,low-fidelity,93,0
0.2,0.6,0.34,0.71,12,low-fidelity,104,0
0.2,0.6,0.34,0.71,13,low-fidelity,96,0
0.2,0.6,0.34,0.71,14,low-fidelity,92,0
0.2,0.6,0.34,0.71,15,low-fidelity,104,0
0.2,0.6,0.34,0.71,16,low-fidelity,82,0
0.2,0.6,0.34,0.71,17,low-fidelity,96,0
0.2,0.6,0.34,0.71,18,low-fidelity,96,0
0.2,0.6,0.34,0.71,19,low-fidelity,104,0
0.2,0.6,0.34,0.71,0,high-fidelity,0,81
0.2,0.6,0.34,0.71,1,high-fidelity,0,74
0.2,0.6,0.34,0.71,2,high-fidelity,0,70
0.2,0.6,0.34,0.71,3,high-fidelity,0,71
0.2,0.6,0.34,0.71,4,high-fidelity,0,75
0.2,0.6,0.34,0.71,5,high-fidelity,0,75
0.2,0.6,0.34,0.71,6,high-fidelity,0,73
0.2,0.6,0.34,0.71,7,high-fidelity,0,78
0.2,0.6,0.34,0.71,8,high-fidelity,0,77
0.2,0.6,0.34,0.71,9,high-fidelity,0,81
0.2,0.6,0.34,0.71,10,high-fidelity,0,80
0.2,0.6,0.34,0.71,11,high-fidelity,0,68
0.2,0.6,0.34,0.71,12,high-fidelity,0,75
0.2,0.6,0.34,0.71,13,high-fidelity,0,74
0.2,0.6,0.34,0.71,14,high-fidelity,0,72
0.2,0.6,0.34,0.71,15,high-fidelity,0,79
0.2,0.6,0.34,0.71,16,high-fidelity,0,82
0.2,0.6,0.34,0.71,17,high-fidelity,0,69
0.2,0.6,0.34,0.71,18,high-fidelity,0,70
0.2,0.6,0.34,0.71,19,high-fidelity,0,73
0.2,0.6,0.34,0.71,0,together,98,0
0.2,0.6,0.34,0.71,1,together,92,0
0.2,0.6,0.34,0.71,2,together,83,0
0.2,0.6,0.34,0.71,3,together,92,0
0.2,0.6,0.34,0.71,4,together,82,0
0.2,0.6,0.34,0.71,5,together,72,0
0.2,0.6,0.34,0.71,6,together,97,0
0.2,0.6,0.34,0.71,7,together,81,0
0.2,0.6,0.34,0.71,8,together,89,0
0.2,0.6,0.34,0.71,9,together,82,0
0.2,0.6,0.34,0.71,10,together,112,0
0.2,0.6,0.34,0.71,11,together,74,0
0.2,0.6,0.34,0.71,12,together,103,0
0.2,0.6,0.34,0.71,13,together,115,0
0.2,0.6,0.34,0.71,14,together,104,0
0.2,0.6,0.34,0.71,15,together,86,0
0.2,0.6,0.34,0.71,16,together,85,0
0.2,0.6,0.34,0.71,17,together,85,0
0.2,0.6,0.34,0.71,18,together,101,0
0.2,0.6,0.34,0.71,19,together,103,0
0.2,0.6,0.35,0.62,0,low-fidelity,98,0
0.2,0.6,0.35,0.62,1,low-fidelity,92,0
0.2,0.6,0.35,0.62,2,low-fidelity,94,0
0.2,0.6,0.35,0.62,3,low-fidelity,94,0
0.2,0.6,0.35,0.62,4,low-fidelity,95,0
0.2,0.6,0.35,0.62,5,low-fidelity,74,0
0.2,0.6,0.35,0.62,6,low-fidelity,115,0
0.2,0.6,0.35,0.62,7,low-fidelity,101,0
0.2,0.6,0.35,0.62,8,low-fidelity,92,0
0.2,0.6,0.35,0.62,9,low-fidelity,97,0
0.2,0.6,0.35,0.62,10,low-fidelity,96,0
0.2,0.6,0.35,0.62,11,low-fidelity,80,0
0.2,0.6,0.35,0.62,12,low-fidelity,79,0
0.2,0.6,0.35,0.62,13,low-fidelity,101,0
0.2,0.6,0.35,0.62,14,low-fidelity,111,0
0.2,0.6,0.35,0.62,15,low-fidelity,100,0
0.2,0.6,0.35,0.62,16,low-fidelity,95,0
0.2,0.6,0.35,0.62,17,low-fidelity,116,0
0.2,0.6,0.35,0.62,18,low-fidelity,96,0
0.2,0.6,0.35,0.62,19,low-fidelity,99,0
0.2,0.6,0.35,0.62,0,high-fidelity,0,62
0.2,0.6,0.35,0.62,1,high-fidelity,0,49
0.2,0.6,0.35,0.62,2,high-fidelity,0,66
0.2,0.6,0.35,0.62,3,high-fidelity,0,58
0.2,0.6,0.35,0.62,4,high-fidelity,0,70
0.2,0.6,0.35,0.62,5,high-fidelity,0,60
0.2,0.6,0.35,0.62,6,high-fidelity,0,73
0.2,0.6,0.35,0.62,7,high-fidelity,0,63
0.2,0.6,0.35,0.62,8,high-fidelity,0,63
0.2,0.6,0.35,0.62,9,high-fidelity,0,54
0.2,0.6,0.35,0.62,10,high-fidelity,0,53
0.2,0.6,0.35,0.62,11,high-fidelity,0,66
0.2,0.6,0.35,0.62,12,high-fidelity,0,64
0.2,0.6,0.35,0.62,13,high-fidelity,0,60
0.2,0.6,0.35,0.62,14,high-fidelity,0,50
0.2,0.6,0.35,0.62,15,high-fidelity,0,56
0.2,0.6,0.35,0.62,16,high-fidelity,0,60
0.2,0.6,0.35,0.62,17,high-fidelity,0,66
0.2,0.6,0.35,0.62,18,high-fidelity,0,61
0.2,0.6,0.35,0.62,19,high-fidelity,0,65
0.2,0.6,0.35,0.62,0,together,93,0
0.2,0.6,0.35,0.62,1,together,92,0
0.2,0.6,0.35,0.62,2,together,82,0
0.2,0.6,0.35,0.62,3,together,68,0
0.2,0.6,0.35,0.62,4,together,90,0
0.2,0.6,0.35,0.62,5,together,90,0
0.2,0.6,0.35,0.62,6,together,107,0
0.2,0.6,0.35,0.62,7,together,102,0
0.2,0.6,0.35,0.62,8,together,94,0
0.2,0.6,0.35,0.62,9,together,106,0
0.2,0.6,0.35,0.62,10,together,77,0
0.2,0.6,0.35,0.62,11,together,87,0
0.2,0.6,0.35,0.62,12,together,98,0
0.2,0.6,0.35,0.62,13,together,96,0
0.2,0.6,0.35,0.62,14,together,100,0
0.2,0.6,0.35,0.62,15,together,92,0
0.2,0.6,0.35,0.62,16,together,90,0
0.2,0.6,0.35,0.62,17,together,115,0
0.2,0.6,0.35,0.62,18,together,104,0
0.2,0.6,0.35,0.62,19,together,105,0
0.2,0.6,0.21000000000000002,0.63,0,low-fidelity,71,0
0.2,0.6,0.21000000000000002,0.63,1,low-fidelity,96,0
0.2,0.6,0.21000000000000002,0.63,2,low-fidelity,99,0
0.2,0.6,0.21000000000000002,0.63,3,low-fidelity,86,0
0.2,0.6,0.21000000000000002,0.63,4,low-fidelity,73,0
0.2,0.6,0.21000000000000002,0.63,5,low-fidelity,103,0
0.2,0.6,0.21000000000000002,0.63,6,low-fidelity,89,0
0.2,0.6,0.21000000000000002,0.63,7,low-fidelity,104,0
0.2,0.6,0.21000000000000002,0.63,8,low-fidelity,108,0
0.2,0.6,0.21000000000000002,0.63,9,low-fidelity,109,0
0.2,0.6,0.21000000000000002,0.63,10,low-fidelity,96,0
0.2,0.6,0.21000000000000002,0.63,11,low-fidelity,90,0
0.2,0.6,0.21000000000000002,0.63,12,low-fidelity,82,0
0.2,0.6,0.21000000000000002,0.63,13,low-fidelity,112,0
0.2,0.6,0.21000000000000002,0.63,14,low-fidelity,98,0
0.2,0.6,0.21000000000000002,0.63,15,low-fidelity,103,0
0.2,0.6,0.21000000000000002,0.63,16,low-fidelity,100,0
0.2,0.6,0.21000000000000002,0.63,17,low-fidelity,91,0
0.2,0.6,0.21000000000000002,0.63,18,low-fidelity,111,0
0.2,0.6,0.21000000000000002,0.63,19,low-fidelity,101,0
0.2,0.6,0.21000000000000002,0.63,0,high-fidelity,0,100
0.2,0.6,0.21000000000000002,0.63,1,high-fidelity,0,89
0.2,0.6,0.21000000000000002,0.63,2,high-fidelity,0,110
0.2,0.6,0.21000000000000002,0.63,3,high-fidelity,0,94
0.2,0.6,0.21000000000000002,0.63,4,high-fidelity,0,77
0.2,0.6,0.21000000000000002,0.63,5,high-fidelity,0,98
0.2,0.6,0.21000000000000002,0.63,6,high-fidelity,0,108
0.2,0.6,0.21000000000000002,0.63,7,high-fidelity,0,110
0.2,0.6,0.21000000000000002,0.63,8,high-fidelity,0,107
0.2,0.6,0.21000000000000002,0.63,9,high-fidelity,0,107
0.2,0.6,0.21000000000000002,0.63,10,high-fidelity,0,95
0.2,0.6,0.21000000000000002,0.63,11,high-fidelity,0,102
0.2,0.6,0.21000000000000002,0.63,12,high-fidelity,0,113
0.2,0.6,0.21000000000000002,0.63,13,high-fidelity,0,103
0.2,0.6,0.21000000000000002,0.63,14,high-fidelity,0,112
0.2,0.6,0.21000000000000002,0.63,15,high-fidelity,0,101
0.2,0.6,0.21000000000000002,0.63,16,high-fidelity,0,100
0.2,0.6,0.21000000000000002,0.63,17,high-fidelity,0,94
0.2,0.6,0.21000000000000002,0.63,18,high-fidelity,0,107
0.2,0.6,0.21000000000000002,0.63,19,high-fidelity,0,105
0.2,0.6,0.21000000000000002,0.63,0,together,0,100
0.2,0.6,0.21000000000000002,0.63,1,together,0,93
0.2,0.6,0.21000000000000002,0.63,2,together,1,105
0.2,0.6,0.21000000000000002,0.63,3,together,0,99
0.2,0.6,0.21000000000000002,0.63,4,together,0,97
0.2,0.6,0.21000000000000002,0.63,5,together,0,114
0.2,0.6,0.21000000000000002,0.63,6,together,0,104
0.2,0.6,0.21000000000000002,0.63,7,together,0,98
0.2,0.6,0.21000000000000002,0.63,8,together,0,94
0.2,0.6,0.21000000000000002,0.63,9,together,24,76
0.2,0.6,0.21000000000000002,0.63,10,together,0,102
0.2,0.6,0.21000000000000002,0.63,11,together,9,71
0.2,0.6,0.21000000000000002,0.63,12,together,7,96
0.2,0.6,0.21000000000000002,0.63,13,together,14,88
0.2,0.6,0.21000000000000002,0.63,14,together,0,102
0.2,0.6,0.21000000000000002,0.63,15,together,26,82
0.2,0.6,0.21000000000000002,0.63,16,together,0,101
0.2,0.6,0.21000000000000002,0.63,17,together,0,102
0.2,0.6,0.21000000000000002,0.63,18,together,0,103
0.2,0.6,0.21000000000000002,0.63,19,together,0,66
0.2,0.6,0.36,0.77,0,low-fidelity,96,0
0.2,0.6,0.36,0.77,1,low-fidelity,102,0
0.2,0.6,0.36,0.77,2,low-fidelity,99,0
0.2,0.6,0.36,0.77,3,low-fidelity,74,0
0.2,0.6,0.36,0.77,4,low-fidelity,110,0
0.2,0.6,0.36,0.77,5,low-fidelity,112,0
0.2,0.6,0.36,0.77,6,low-fidelity,90,0
0.2,0.6,0.36,0.77,7,low-fidelity,107,0
0.2,0.6,0.36,0.77,8,low-fidelity,97,0
0.2,0.6,0.36,0.77,9,low-fidelity,96,0
0.2,0.6,0.36,0.77,10,low-fidelity,90,0
0.2,0.6,0.36,0.77,11,low-fidelity,99,0
0.2,0.6,0.36,0.77,12,low-fidelity,90,0
0.2,0.6,0.36,0.77,13,low-fidelity,99,0
0.2,0.6,0.36,0.77,14,low-fidelity,116,0
0.2,0.6,0.36,0.77,15,low-fidelity,100,0
0.2,0.6,0.36,0.77,16,low-fidelity,76,0
0.2,0.6,0.36,0.77,17,low-fidelity,85,0
0.2,0.6,0.36,0.77,18,low-fidelity,105,0
0.2,0.6,0.36,0.77,19,low-fidelity,103,0
0.2,0.6,0.36,0.77,0,high-fidelity,0,74
0.2,0.6,0.36,0.77,1,high-fidelity,0,75
0.2,0.6,0.36,0.77,2,high-fidelity,0,78
0.2,0.6,0.36,0.77,3,high-fidelity,0,78
0.2,0.6,0.36,0.77,4,high-fidelity,0,76
0.2,0.6,0.36,0.77,5,high-fidelity,0,80
0.2,0.6,0.36,0.77,6,high-fidelity,0,75
0.2,0.6,0.36,0.77,7,high-fidelity,0,75
0.2,0.6,0.36,0.77,8,high-fidelity,0,71
0.2,0.6,0.36,0.77,9,high-fidelity,0,78
0.2,0.6,0.36,0.77,10,high-fidelity,0,68
0.2,0.6,0.36,0.77,11,high-fidelity,0,75
0.2,0.6,0.36,0.77,12,high-fidelity,0,79
0.2,0.6,0.36,0.77,13,high-fidelity,0,74
0.2,0.6,0.36,0.77,14,high-fidelity,0,70
0.2,0.6,0.36,0.77,15,high-fidelity,0,76
0.2,0.6,0.36,0.77,16,high-fidelity,0,77
0.2,0.6,0.36,0.77,17,high-fidelity,0,69
0.2,0.6,0.36,0.77,18,high-fidelity,0,81
0.2,0.6,0.36,0.77,19,high-fidelity,0,68
0.2,0.6,0.36,0.77,0,together,88,0
0.2,0.6,0.36,0.77,1,together,102,0
0.2,0.6,0.36,0.77,2,together,89,0
0.2,0.6,0.36,0.77,3,together,86,0
0.2,0.6,0.36,0.77,4,together,97,0
0.2,0.6,0.36,0.77,5,together,90,0
0.2,0.6,0.36,0.77,6,together,86,0
0.2,0.6,0.36,0.77,7,together,98,0
0.2,0.6,0.36,0.77,8,together,83,0
0.2,0.6,0.36,0.77,9,together,110,0
0.2,0.6,0.36,0.77,10,together,99,0
0.2,0.6,0.36,0.77,11,together,97,0
0.2,0.6,0.36,0.77,12,together,84,0
0.2,0.6,0.36,0.77,13,together,89,0
0.2,0.6,0.36,0.77,14,together,91,0
0.2,0.6,0.36,0.77,15,together,97,0
0.2,0.6,0.36,0.77,16,together,85,0
0.2,0.6,0.36,0.77,17,together,116,0
0.2,0.6,0.36,0.77,18,together,92,0
0.2,0.6,0.36,0.77,19,together,77,0
0.2,0.6,0.22,0.76,0,low-fidelity,89,0
0.2,0.6,0.22,0.76,1,low-fidelity,109,0
0.2,0.6,0.22,0.76,2,low-fidelity,90,0
0.2,0.6,0.22,0.76,3,low-fidelity,92,0
0.2,0.6,0.22,0.76,4,low-fidelity,89,0
0.2,0.6,0.22,0.76,5,low-fidelity,118,0
0.2,0.6,0.22,0.76,6,low-fidelity,97,0
0.2,0.6,0.22,0.76,7,low-fidelity,99,0
0.2,0.6,0.22,0.76,8,low-fidelity,93,0
0.2,0.6,0.22,0.76,9,low-fidelity,96,0
0.2,0.6,0.22,0.76,10,low-fidelity,97,0
0.2,0.6,0.22,0.76,11,low-fidelity,90,0
0.2,0.6,0.22,0.76,12,low-fidelity,107,0
0.2,0.6,0.22,0.76,13,low-fidelity,73,0
0.2,0.6,0.22,0.76,14,low-fidelity,99,0
0.2,0.6,0.22,0.76,15,low-fidelity,101,0
0.2,0.6,0.22,0.76,16,low-fidelity,101,0
0.2,0.6,0.22,0.76,17,low-fidelity,114,0
0.2,0.6,0.22,0.76,18,low-fidelity,102,0
0.2,0.6,0.22,0.76,19,low-fidelity,106,0
0.2,0.6,0.22,0.76,0,high-fidelity,0,119
0.2,0.6,0.22,0.76,1,high-fidelity,0,119
0.2,0.6,0.22,0.76,2,high-fidelity,0,113
0.2,0.6,0.22,0.76,3,high-fidelity,0,122
0.2,0.6,0.22,0.76,4,high-fidelity,0,122
0.2,0.6,0.22,0.76,5,high-fidelity,0,112
0.2,0.6,0.22,0.76,6,high-fidelity,0,119
0.2,0.6,0.22,0.76,7,high-fidelity,0,115
0.2,0.6,0.22,0.76,8,high-fidelity,0,125
0.2,0.6,0.22,0.76,9,high-fidelity,0,121
0.2,0.6,0.22,0.76,10,high-fidelity,0,117
0.2,0.6,0.22,0.76,11,high-fidelity,0,135
0.2,0.6,0.22,0.76,12,high-fidelity,0,123
0.2,0.6,0.22,0.76,13,high-fidelity,0,115
0.2,0.6,0.22,0.76,14,high-fidelity,0,128
0.2,0.6,0.22,0.76,15,high-fidelity,0,124
0.2,0.6,0.22,0.76,16,high-fidelity,0,106
0.2,0.6,0.22,0.76,17,high-fidelity,0,116
0.2,0.6,0.22,0.76,18,high-fidelity,0,124
0.2,0.6,0.22,0.76,19,high-fidelity,0,115
0.2,0.6,0.22,0.76,0,together,0,124
0.2,0.6,0.22,0.76,1,together,0,119
0.2,0.6,0.22,0.76,2,together,0,115
0.2,0.6,0.22,0.76,3,together,0,132
0.2,0.6,0.22,0.76,4,together,0,115
0.2,0.6,0.22,0.76,5,together,0,124
0.2,0.6,0.22,0.76,6,together,0,116
0.2,0.6,0.22,0.76,7,together,0,117
0.2,0.6,0.22,0.76,8,together,0,121
0.2,0.6,0.22,0.76,9,together,0,121
0.2,0.6,0.22,0.76,10,together,0,111
0.2,0.6,0.22,0.76,11,together,0,111
0.2,0.6,0.22,0.76,12,together,0,123
0.2,0.6,0.22,0.76,13,together,0,125
0.2,0.6,0.22,0.76,14,together,0,111
0.2,0.6,0.22,0.76,15,together,0,112
0.2,0.6,0.22,0.76,16,together,0,114
0.2,0.6,0.22,0.76,17,together,0,116
0.2,0.6,0.22,0.76,18,together,0,116
0.2,0.6,0.22,0.76,19,together,0,116
0.2,0.6,0.37,0.64,0,low-fidelity,96,0
0.2,0.6,0.37,0.64,1,low-fidelity,102,0
0.2,0.6,0.37,0.64,2,low-fidelity,96,0
0.2,0.6,0.37,0.64,3,low-fidelity,100,0
0.2,0.6,0.37,0.64,4,low-fidelity,107,0
0.2,0.6,0.37,0.64,5,low-fidelity,112,0
0.2,0.6,0.37,0.64,6,low-fidelity,94,0
0.2,0.6,0.37,0.64,7,low-fidelity,83,0
0.2,0.6,0.37,0.64,8,low-fidelity,94,0
0.2,0.6,0.37,0.64,9,low-fidelity,96,0
0.2,0.6,0.37,0.64,10,low-fidelity,101,0
0.2,0.6,0.37,0.64,11,low-fidelity,89,0
0.2,0.6,0.37,0.64,12,low-fidelity,76,0
0.2,0.6,0.37,0.64,13,low-fidelity,91,0
0.2,0.6,0.37,0.64,14,low-fidelity,89,0
0.2,0.6,0.37,0.64,15,low-fidelity,113,0
0.2,0.6,0.37,0.64,16,low-fidelity,81,0
0.2,0.6,0.37,0.64,17,low-fidelity,94,0
0.2,0.6,0.37,0.64,18,low-fidelity,93,0
0.2,0.6,0.37,0.64,19,low-fidelity,101,0
0.2,0.6,0.37,0.64,0,high-fidelity,0,57
0.2,0.6,0.37,0.64,1,high-fidelity,0,52
0.2,0.6,0.37,0.64,2,high-fidelity,0,60
0.2,0.6,0.37,0.64,3,high-fidelity,0,54
0.2,0.6,0.37,0.64,4,high-fidelity,0,65
0.2,0.6,0.37,0.64,5,high-fidelity,0,71
0.2,0.6,0.37,0.64,6,high-fidelity,0,59
0.2,0.6,0.37,0.64,7,high-fidelity,0,67
0.2,0.6,0.37,0.64,8,high-fidelity,0,58
0.2,0.6,0.37,0.64,9,high-fidelity,0,56
0.2,0.6,0.37,0.64,10,high-fidelity,0,65
0.2,0.6,0.37,0.64,11,high-fidelity,0,66
0.2,0.6,0.37,0.64,12,high-fidelity,0,57
0.2,0.6,0.37,0.64,13,high-fidelity,0,60
0.2,0.6,0.37,0.64,14,high-fidelity,0,64
0.2,0.6,0.37,0.64,15,high-fidelity,0,62
0.2,0.6,0.37,0.64,16,high-fidelity,0,59
0.2,0.6,0.37,0.64,17,high-fidelity,0,67
0.2,0.6,0.37,0.64,18,high-fidelity,0,67
0.2,0.6,0.37,0.64,19,high-fidelity,0,53
0.2,0.6,0.37,0.64,0,together,81,0
0.2,0.6,0.37,0.64,1,together,91,0
0.2,0.6,0.37,0.64,2,together,84,0
0.2,0.6,0.37,0.64,3,together,91,0
0.2,0.6,0.37,0.64,4,together,99,0
0.2,0.6,0.37,0.64,5,together,112,0
0.2,0.6,0.37,0.64,6,together,103,0
0.2,0.6,0.37,0.64,7,together,101,0
0.2,0.6,0.37,0.64,8,together,100,0
0.2,0.6,0.37,0.64,9,together,79,0
0.2,0.6,0.37,0.64,10,together,94,0
0.2,0.6,0.37,0.64,11,together,101,0
0.2,0.6,0.37,0.64,12,together,108,0
0.2,0.6,0.37,0.64,13,together,100,0
0.2,0.6,0.37,0.64,14,together,97,0
0.2,0.6,0.37,0.64,15,together,90,0
0.2,0.6,0.37,0.64,16,together,91,0
0.2,0.6,0.37,0.64,17,together,88,0
0.2,0.6,0.37,0.64,18,together,93,0
0.2,0.6,0.37,0.64,19,together,88,0
0.2,0.6,0.23,0.65,0,low-fidelity,119,0
0.2,0.6,0.23,0.65,1,low-fidelity,111,0
0.2,0.6,0.23,0.65,2,low-fidelity,94,0
0.2,0.6,0.23,0.65,3,low-fidelity,100,0
0.2,0.6,0.23,0.65,4,low-fidelity,101,0
0.2,0.6,0.23,0.65,5,low-fidelity,75,0
0.2,0.6,0.23,0.65,6,low-fidelity,99,0
0.2,0.6,0.23,0.65,7,low-fidelity,110,0
0.2,0.6,0.23,0.65,8,low-fidelity,110,0
0.2,0.6,0.23,0.65,9,low-fidelity,95,0
0.2,0.6,0.23,0.65,10,low-fidelity,97,0
0.2,0.6,0.23,0.65,11,low-fidelity,102,0
0.2,0.6,0.23,0.65,12,low-fidelity,90,0
0.2,0.6,0.23,0.65,13,low-fidelity,104,0
0.2,0.6,0.23,0.65,14,low-fidelity,85,0
0.2,0.6,0.23,0.65,15,low-fidelity,106,0
0.2,0.6,0.23,0.65,16,low-fidelity,97,0
0.2,0.6,0.23,0.65,17,low-fidelity,75,0
0.2,0.6,0.23,0.65,18,low-fidelity,98,0
0.2,0.6,0.23,0.65,19,low-fidelity,107,0
0.2,0.6,0.23,0.65,0,high-fidelity,0,106
0.2,0.6,0.23,0.65,1,high-fidelity,0,84
0.2,0.6,0.23,0.65,2,high-fidelity,0,92
0.2,0.6,0.23,0.65,3,high-fidelity,0,87
0.2,0.6,0.23,0.65,4,high-fidelity,0,81
0.2,0.6,0.23,0.65,5,high-fidelity,0,87
0.2,0.6,0.23,0.65,6,high-fidelity,0,104
0.2,0.6,0.23,0.65,7,high-fidelity,0,105
0.2,0.6,0.23,0.65,8,high-fidelity,0,101
0.2,0.6,0.23,0.65,9,high-fidelity,0,103
0.2,0.6,0.23,0.65,10,high-fidelity,0,97
0.2,0.6,0.23,0.65,11,high-fidelity,0,110
0.2,0.6,0.23,0.65,12,high-fidelity,0,100
0.2,0.6,0.23,0.65,13,high-fidelity,0,105
0.2,0.6,0.23,0.65,14,high-fidelity,0,91
0.2,0.6,0.23,0.65,15,high-fidelity,0,98
0.2,0.6,0.23,0.65,16,high-fidelity,0,100
0.2,0.6,0.23,0.65,17,high-fidelity,0,97
0.2,0.6,0.23,0.65,18,high-fidelity,0,103
0.2,0.6,0.23,0.65,19,high-fidelity,0,109
0.2,0.6,0.23,0.65,0,together,0,93
0.2,0.6,0.23,0.65,1,together,86,0
0.2,0.6,0.23,0.65,2,together,31,64
0.2,0.6,0.23,0.65,3,together,12,88
0.2,0.6,0.23,0.65,4,together,98,0
0.2,0.6,0.23,0.65,5,together,0,82
0.2,0.6,0.23,0.65,6,together,85,0
0.2,0.6,0.23,0.65,7,together,81,4
0.2,0.6,0.23,0.65,8,together,0,89
0.2,0.6,0.23,0.65,9,together,99,0
0.2,0.6,0.23,0.65,10,together,37,63
0.2,0.6,0.23,0.65,11,together,0,113
0.2,0.6,0.23,0.65,12,together,0,93
0.2,0.6,0.23,0.65,13,together,0,94
0.2,0.6,0.23,0.65,14,together,9,106
0.2,0.6,0.23,0.65,15,together,0,98
0.2,0.6,0.23,0.65,16,together,0,95
0.2,0.6,0.23,0.65,17,together,87,0
0.2,0.6,0.23,0.65,18,together,104,0
0.2,0.6,0.23,0.65,19,together,109,0
0.2,0.6,0.34,0.65,0,low-fidelity,91,0
0.2,0.6,0.34,0.65,1,low-fidelity,106,0
0.2,0.6,0.34,0.65,2,low-fidelity,98,0
0.2,0.6,0.34,0.65,3,low-fidelity,84,0
0.2,0.6,0.34,0.65,4,low-fidelity,90,0
0.2,0.6,0.34,0.65,5,low-fidelity,115,0
0.2,0.6,0.34,0.65,6,low-fidelity,88,0
0.2,0.6,0.34,0.65,7,low-fidelity,95,0
0.2,0.6,0.34,0.65,8,low-fidelity,80,0
0.2,0.6,0.34,0.65,9,low-fidelity,100,0
0.2,0.6,0.34,0.65,10,low-fidelity,85,0
0.2,0.6,0.34,0.65,11,low-fidelity,118,0
0.2,0.6,0.34,0.65,12,low-fidelity,102,0
0.2,0.6,0.34,0.65,13,low-fidelity,82,0
0.2,0.6,0.34,0.65,14,low-fidelity,82,0
0.2,0.6,0.34,0.65,15,low-fidelity,100,0
0.2,0.6,0.34,0.65,16,low-fidelity,95,0
0.2,0.6,0.34,0.65,17,low-fidelity,106,0
0.2,0.6,0.34,0.65,18,low-fidelity,101,0
0.2,0.6,0.34,0.65,19,low-fidelity,101,0
0.2,0.6,0.34,0.65,0,high-fidelity,0,65
0.2,0.6,0.34,0.65,1,high-fidelity,0,65
0.2,0.6,0.34,0.65,2,high-fidelity,0,65
0.2,0.6,0.34,0.65,3,high-fidelity,0,62
0.2,0.6,0.34,0.65,4,high-fidelity,0,74
0.2,0.6,0.34,0.65,5,high-fidelity,0,60
0.2,0.6,0.34,0.65,6,high-fidelity,0,68
0.2,0.6,0.34,0.65,7,high-fidelity,0,67
0.2,0.6,0.34,0.65,8,high-fidelity,0,70
0.2,0.6,0.34,0.65,9,high-fidelity,0,46
0.2,0.6,0.34,0.65,10,high-fidelity,0,75
0.2,0.6,0.34,0.65,11,high-fidelity,0,62
0.2,0.6,0.34,0.65,12,high-fidelity,0,67
0.2,0.6,0.34,0.65,13,high-fidelity,0,70
0.2,0.6,0.34,0.65,14,high-fidelity,0,59
0.2,0.6,0.34,0.65,15,high-fidelity,0,63
0.2,0.6,0.34,0.65,16,high-fidelity,0,66
0.2,0.6,0.34,0.65,17,high-fidelity,0,56
0.2,0.6,0.34,0.65,18,high-fidelity,0,76
0.2,0.6,0.34,0.65,19,high-fidelity,0,63
0.2,0.6,0.34,0.65,0,together,102,0
0.2,0.6,0.34,0.65,1,together,96,0
0.2,0.6,0.34,0.65,2,together,106,0
0.2,0.6,0.34,0.65,3,together,110,0
0.2,0.6,0.34,0.65,4,together,99,0
0.2,0.6,0.34,0.65,5,together,95,0
0.2,0.6,0.34,0.65,6,together,82,0
0.2,0.6,0.34,0.65,7,together,107,0
0.2,0.6,0.34,0.65,8,together,117,0
0.2,0.6,0.34,0.65,9,together,100,0
0.2,0.6,0.34,0.65,10,together,85,0
0.2,0.6,0.34,0.65,11,together,92,0
0.2,0.6,0.34,0.65,12,together,99,0
0.2,0.6,0.34,0.65,13,together,100,0
0.2,0.6,0.34,0.65,14,together,81,0
0.2,0.6,0.34,0.65,15,together,91,0
0.2,0.6,0.34,0.65,16,together,123,0
0.2,0.6,0.34,0.65,17,together,102,0
0.2,0.6,0.34,0.65,18,together,103,0
0.2,0.6,0.34,0.65,19,together,110,0
0.2,0.6,0.35,0.76,0,low-fidelity,81,0
0.2,0.6,0.35,0.76,1,low-fidelity,115,0
